r,rtype,zr,effshape,dirsign5,authordate,studyid,siteid,ecosystype,expsyst,manip,design,inddivcause,establfrom,divmeas,fglevels,splevels,maxspno,noplots,nospec,tl_manip,tl_measur,trophrel,variable,groupvar,service,ecoserv,residinvad,statdyn,ratestock,resplevel
0.1,multivar,0.1,no,0,He et al. 2002,78,S630,grassland,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,intermediate,63,12,1°Producer,1°Producer,same,biomass total,1°producer abundance,p,prim prod,1,static,s,com
0.2,multivar,0.203,no,0,He et al. 2002,78,S630,grassland,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,intermediate,63,12,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
0.2,multivar,0.203,no,0,He et al. 2002,78,S630,grassland,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,intermediate,63,12,1°Producer,1°Producer,same,biomass belowground,1°producer abundance,p,prim prod,1,static,s,com
0.361,univar,0.378,no,0,He et al. 2002,78,S630,grassland,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,intermediate,63,12,1°Producer,1°Producer,same,biomass total (in low nutrient env.),1°producer abundance,p,prim prod,1,static,s,com
0.447,univar,0.481,positive linear,2,He et al. 2002,78,S630,grassland,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,intermediate,63,12,1°Producer,1°Producer,same,biomass total (in high nutrient env.),1°producer abundance,p,prim prod,1,static,s,com
0.49,multivar,0.536,no,0,He et al. 2002,78,S630,grassland,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,intermediate,63,12,1°Producer,1°Producer,same,biomass belowground,1°producer abundance,p,prim prod,1,static,s,com
0.61,multivar,0.709,positive,2,He et al. 2002,78,S630,grassland,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,intermediate,63,12,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
0.63,multivar,0.741,positive,2,He et al. 2002,78,S630,grassland,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,intermediate,63,12,1°Producer,1°Producer,same,biomass total,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,negative,-2,He et al. 2002,78,S630,grassland,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,intermediate,63,12,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,variable,s,com
0.309,univar,0.32,positive linear,2,Hodgson et al. 2002,79,S640,bacterial microcosm,greenhouse,direct,substitutive,,propagules/colonization,FgRichn,3,6,low,2268,18,Detritivores,Detritivores,same,biomass total (cell density),1°+decomposer abundance,s,nutrient cycling,1,static,s,com
0.453,univar,0.489,positive linear,2,Hodgson et al. 2002,79,S640,bacterial microcosm,greenhouse,direct,substitutive,,propagules/colonization,FgRichn,3,6,low,2268,18,Detritivores,Detritivores,same,biomass total (cell density),1°+decomposer abundance,s,nutrient cycling,1,variable,s,com
-0.458,univar,-0.495,negative linear,-2,Levine 2000,83,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,survival of invaders (Agrosits stolonifera),Invader 1°producer survival,r,bioregulation,2,static,s,pop
-0.424,univar,-0.453,negative linear,-2,Levine 2000,83,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,invader plant size (Plantago major),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.4,univar,-0.424,negative linear,-2,Levine 2000,83,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,invader plant size (Cirsium arvense),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.346,univar,-0.361,negative linear,-2,Levine 2000,83,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,invader plant size (Agrostis stolonifera),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.3,univar,-0.31,negative linear,-2,Levine 2000,83,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,survival of invaders (Plantago major),Invader 1°producer survival,r,bioregulation,2,static,s,pop
NA,,NA,no,0,Levine 2000,83,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,survival of invaders (Cirsium arvense),Invader 1°producer survival,r,bioregulation,2,static,s,pop
-0.265,multivar,-0.271,negative linear,-2,Mulder et al. 2002,86,S420,grassland,field,direct,substitutive,,juveniles,SpRichn,1,7,high,208,35,1°Producer,1°Producer,eco,delta15N,soil nutrient supply,s,soil fertility,1,static,s,eco
0.316,multivar,0.327,positive,2,Mulder et al. 2002,86,S420,grassland,field,direct,substitutive,,juveniles,SpRichn,1,7,high,208,35,1°Producer,1°Producer,same,biomass total,1°producer abundance,p,prim prod,1,static,s,com
0.458,multivar,0.495,positive,2,Mulder et al. 2002,86,S420,grassland,field,direct,substitutive,,juveniles,SpRichn,1,7,high,208,35,1°Producer,1°Producer,same,biomass belowground,1°producer abundance,p,prim prod,1,static,s,com
0.49,multivar,0.536,positive,2,Mulder et al. 2002,86,S420,grassland,field,direct,substitutive,,juveniles,SpRichn,1,7,high,208,35,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,negative,-2,Mulder et al. 2002,86,S420,grassland,field,direct,substitutive,,juveniles,SpRichn,1,7,high,208,35,1°Producer,1°Producer,same,%N,nutrient concentration plants,s,nutrient cycling,1,static,s,com
-0.501,univar,-0.551,negative,-2,Mulder et al. 1999,87,S420,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,8,12,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,variable,s,com
0.405,univar,0.429,positive,2,Mulder et al. 1999,87,S420,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,8,12,1°Producer,1°Producer,same,biomass total,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Mulder et al. 1999,87,S420,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,8,12,1°Producer,1°Consumer,above,biomass aboveground consumed  (%),1°+consumer abundance,r,bioregulation,1,static,r,com
NA,,NA,no,0,Mulder et al. 1999,87,S420,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,8,12,1°Producer,1°Consumer,above,biomass aboveground consumed  (g/m2),1°+consumer abundance,r,bioregulation,1,static,r,com
NA,,NA,positive log-linear,2,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,canopy height,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive log-linear,2,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,canopy height grasses,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,canopy height legumes and forbs,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive log-linear,2,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,centre of biomass gravity,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive log-linear,2,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,cover,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive log-linear,2,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,LAI,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive log-linear,2,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,light absorption,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive log-linear,2,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,biomass aboveground (0-5cm),1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,seedling cover (%),1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,high,64,48,1°Producer,1°Producer,same,seedling cover (%),1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,seedling density,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive log-linear,2,Spehn et al. 2000a,88,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,vertical biomass distribution,mechanism,NA,NA,1,static,s,com
0.452,multivar,0.487,positive,2,Spehn et al. 2002,89,S750,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,11,high,426,NA,1°Producer,1°Producer,same,nitrogen pool aboveground,nutrient concentration plants,s,nutrient cycling,1,static,s,com
0.746,multivar,0.964,positive,2,Spehn et al. 2002,89,S750,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,11,high,426,NA,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
-0.89,univar,-1.421,negative,-2,Stachowicz et al. 2002,90,S10,aquatic marine,field,direct,substitutive,,juveniles,SpRichn,1,4,low,68,5,1°Consumer,1°Consumer,same,invader survival (Botrylloides sp),Invader 1°consumer survival,r,bioregulation,2,static,s,pop
-0.793,univar,-1.078,negative,-2,Stachowicz et al. 2002,90,S10,aquatic marine,field,direct,substitutive,,juveniles,SpRichn,1,4,low,68,5,1°Consumer,1°Consumer,same,invader survival (Ascidiella aspersa),Invader 1°consumer survival,r,bioregulation,2,static,s,pop
-0.722,univar,-0.911,negative,-2,Stachowicz et al. 2002,90,S10,aquatic marine,field,direct,substitutive,,juveniles,SpRichn,1,4,low,68,5,1°Consumer,1°Consumer,same,final cover (Ascidiella aspersa),1°+consumer abundance,r,bioregulation,1,static,s,pop
-0.72,univar,-0.907,negative,-2,Stachowicz et al. 2002,90,S10,aquatic marine,field,direct,substitutive,,juveniles,SpRichn,1,4,low,68,5,1°Consumer,1°Consumer,same,final cover (Botrylloides sp),1°+consumer abundance,r,bioregulation,1,static,s,pop
-0.7,univar,-0.867,negative log-linear,-2,Stachowicz et al. 2002,90,S10,aquatic marine,field,direct,substitutive,,juveniles,SpRichn,1,4,low,68,5,1°Consumer,1°Consumer,same,frequency of nonnative species,Invader 1°+consumer abundance,r,bioregulation,2,static,s,pop
-0.648,univar,-0.772,negative linear,-2,Stachowicz et al. 2002,90,S10,aquatic marine,field,direct,substitutive,,juveniles,SpRichn,1,4,low,68,5,1°Consumer,1°Producer,below,no. of nonnative species,Invader 1°producer diversity,r,bioregulation,2,static,s,com
NA,,NA,no,0,Stachowicz et al. 2002,90,S10,aquatic marine,field,direct,substitutive,,juveniles,SpRichn,1,4,low,68,5,1°Consumer,1°Consumer,same,recruitment of non-native larvae,Invader 1°+consumer abundance,r,bioregulation,2,static,s,pop
NA,,NA,no,0,Stachowicz et al. 2002,90,S10,aquatic marine,field,direct,substitutive,,juveniles,SpRichn,1,4,low,68,5,1°Consumer,1°Consumer,same,settlement of non-native larvae,Invader 1°+consumer abundance,r,bioregulation,2,static,s,pop
NA,,NA,positive log-linear,2,Spehn et al. 2000b,91,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,biomass (earthworms),1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,no,0,Spehn et al. 2000b,91,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,decomposition (cellulose),1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
NA,,NA,positive log-linear,2,Spehn et al. 2000b,91,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,density (earthworms),1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,no,0,Spehn et al. 2000b,91,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,mesofauna feeding activity,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
NA,,NA,positive log-linear,2,Spehn et al. 2000b,91,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Spehn et al. 2000b,91,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,prod. microbes (metabolic quotient; index for microbial activity per biomass),1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
NA,,NA,positive log-linear,2,Spehn et al. 2000b,91,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,productivity microbes (aerob respiration rate),1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
NA,,NA,no,0,Spehn et al. 2000b,91,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Ecosystem,eco,soil moisture,water cycle,s,water cycl,1,static,s,eco
NA,,NA,positive log-linear,2,Spehn et al. 2000b,91,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,no. of vole mounds,1°+consumer abundance,r,bioregulation,1,static,s,pop
0.817,univar,1.148,positive linear,2,Chabrerie et al. 2001,92,S220,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,3,high,101,NA,1°Producer,Ecosystem,eco,soil denitrification potentiality,nutrient loss,s,nutrient cycling,1,static,r,eco
NA,,NA,no,0,Chabrerie et al. 2001,92,S220,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,3,high,101,NA,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
0.219,multivar,0.223,positive log-linear,2,Stevens & Carson 2001,94,S560,grassland,field,indirect,,,propagules/colonization,SpRichn,1,24,high,160,200,1°Producer,1°Producer,same,total cover,1°producer abundance,p,prim prod,1,static,s,com
-0.804,multivar,-1.109,negative linear,-2,Troumbis et al. 2002,96,S370,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,52,23,1°Producer,1°Producer,same,invader abundance (seedling density),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.468,univar,-0.508,negative linear,-2,Troumbis et al. 2002,96,S370,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,52,23,1°Producer,1°Producer,same,diversity invader,Invader 1°producer diversity,r,bioregulation,2,static,s,com
-0.819,univar,-1.152,negative log-linear,-2,van der Heijden et al. 1998,97,S530,grassland,greenhouse,direct,substitutive,,,SpRichn,1,5,intermediate,50,23,Mycorrhiza,Ecosystem,eco,soil P content,soil nutrient supply,s,soil fertility,1,static,s,eco
0.693,univar,0.853,positive linear,2,van der Heijden et al. 1998,97,S530,grassland,greenhouse,direct,substitutive,,,SpRichn,1,5,intermediate,50,23,Mycorrhiza,1°Producer,symbiont,Plant P content,nutrient concentration plants,s,nutrient cycling,1,static,s,com
0.742,univar,0.954,positive log-linear,2,van der Heijden et al. 1998,97,S530,grassland,greenhouse,direct,substitutive,,,SpRichn,1,5,intermediate,50,23,Mycorrhiza,1°Producer,symbiont,biomass belowground,1°producer abundance,p,prim prod,1,static,s,com
0.775,univar,1.032,positive log-linear,2,van der Heijden et al. 1998,97,S530,grassland,greenhouse,direct,substitutive,,,SpRichn,1,5,intermediate,50,23,Mycorrhiza,Mycorrhiza,same,hyphal length,Mycorrhiza abundance,s,nutrient cycling,1,static,s,com
0.831,univar,1.19,positive log-linear,2,van der Heijden et al. 1998,97,S530,grassland,greenhouse,direct,substitutive,,,SpRichn,1,5,intermediate,50,23,Mycorrhiza,1°Producer,symbiont,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
0.782,multivar,1.05,positive,2,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,Detritivores,above,decomposition rate,1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,TrophRich,3,4,low,55,7,Multitrophic,Detritivores,above,decomposition rate,1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,Detritivores,above,microbial metabolic quotient,1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,TrophRich,3,4,low,55,7,Multitrophic,Detritivores,above,microbial metabolic quotient,1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,TrophRich,3,4,low,55,7,Multitrophic,1°Producer,within,biomass aboveground,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,Detritivores,above,respiration,1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,TrophRich,3,4,low,55,7,Multitrophic,Multitrophic,same,respiration,1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,1°Producer,same,biomass belowground,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,TrophRich,3,4,low,55,7,Multitrophic,1°Producer,within,biomass belowground,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,TrophRich,3,4,low,55,7,Multitrophic,1°Producer,within,biomass aboveground,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,Ecosystem,eco,soil CO2-C release,CO2,r,climate regulation,1,variable,r,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,TrophRich,3,4,low,55,7,Multitrophic,Ecosystem,eco,soil CO2-C release,CO2,r,climate regulation,1,variable,r,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,Ecosystem,eco,soil N concentration,soil nutrient supply,s,soil fertility,1,variable,s,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,TrophRich,3,4,low,55,7,Multitrophic,Ecosystem,eco,soil N concentration,soil nutrient supply,s,soil fertility,1,variable,s,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,Ecosystem,eco,soil nitrate concentration,soil nutrient supply,s,soil fertility,1,variable,s,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,TrophRich,3,4,low,55,7,Multitrophic,Ecosystem,eco,soil nitrate concentration,soil nutrient supply,s,soil fertility,1,variable,s,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,Ecosystem,eco,soil pH,abiotic substrate condition,r,NA,1,variable,s,eco
NA,,NA,no,0,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,TrophRich,3,4,low,55,7,Multitrophic,Ecosystem,eco,soil pH,abiotic substrate condition,r,NA,1,variable,s,eco
NA,,NA,positive,2,Wardle et al. 2000,99,S200,grassland,greenhouse,direct,substitutive,,juveniles,SpRichn,3,4,low,55,7,1°Producer,Detritivores,above,microbial metabolic quotient,1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
-0.62,univar,-0.725,negative linear,-2,Wilsey & Polley 2002,100,S540,grassland,field,direct,substitutive,,juveniles,evenness,2,4,low,48,4,1°Producer,1°Producer,same,no. invader seedlings (dicots),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.5,univar,-0.549,negative linear,-2,Wilsey & Polley 2002,100,S540,grassland,field,direct,substitutive,,juveniles,evenness,2,4,low,48,4,1°Producer,1°Producer,same,no. invader seedlings (dicots),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.42,univar,-0.448,negative linear,-2,Wilsey & Polley 2002,100,S540,grassland,field,direct,substitutive,,juveniles,evenness,2,4,low,48,4,1°Producer,1°Producer,same,no. invader seedlings (dicots),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.41,univar,-0.436,negative linear,-2,Wilsey & Polley 2002,100,S540,grassland,field,direct,substitutive,,juveniles,evenness,2,4,low,48,4,1°Producer,1°Consumer,above,frequency of spittle bug,1°+consumer abundance,r,bioregulation,1,static,s,com
-0.41,univar,-0.436,negative linear,-2,Wilsey & Polley 2002,100,S540,grassland,field,direct,substitutive,,juveniles,evenness,2,4,low,48,4,1°Producer,1°Consumer,above,infestation rate of Solidago,1°+consumer abundance,r,bioregulation,1,static,r,pop
-0.37,univar,-0.388,negative linear,-2,Wilsey & Polley 2002,100,S540,grassland,field,direct,substitutive,,juveniles,evenness,2,4,low,48,4,1°Producer,1°Producer,same,no. invader seedlings (dicots),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
0.1,univar,0.1,no,0,Wilsey & Polley 2002,100,S540,grassland,field,direct,substitutive,,juveniles,evenness,2,4,low,48,4,1°Producer,1°Producer,same,no. seeded species seedlings,1°producer abundance,p,prim prod,1,static,s,com
0.19,univar,0.192,no,0,Wilsey & Polley 2002,100,S540,grassland,field,direct,substitutive,,juveniles,evenness,2,4,low,48,4,1°Producer,1°Producer,same,no. grass invader seedlings,Invader 1°producer abundance,r,bioregulation,2,static,s,pop
NA,,NA,no,0,Wilsey & Polley 2002,100,S540,grassland,field,direct,substitutive,,juveniles,evenness,2,4,low,48,4,1°Producer,Ecosystem,eco,soil water %,water cycle,s,water cycl,1,static,s,eco
0.272,univar,0.279,no,0,Wilsey & Potvin 2000,101,S320,grassland,field,direct,substitutive,,juveniles,evenness,1,3,low,45,3,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
0.547,univar,0.614,positive linear,2,Wilsey & Potvin 2000,101,S320,grassland,field,direct,substitutive,,juveniles,evenness,1,3,low,45,3,1°Producer,1°Producer,same,biomass total,1°producer abundance,p,prim prod,1,static,s,com
0.597,univar,0.688,positive linear,2,Wilsey & Potvin 2000,101,S320,grassland,field,direct,substitutive,,juveniles,evenness,1,3,low,45,3,1°Producer,1°Producer,same,biomass belowground,1°producer abundance,p,prim prod,1,static,s,com
-0.682,univar,-0.833,negative,-2,Pfisterer & Schmid 2002,102,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,variable,s,com
-0.397,univar,-0.42,negative,-2,Pfisterer & Schmid 2002,102,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,no,0,Pfisterer & Schmid 2002,102,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,positive,2,Pfisterer & Schmid 2002,102,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
-0.528,univar,-0.587,negative linear,-2,Koricheva et al. 2000,103,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,2°Consumer,above,no. of predators (total),1°+consumer abundance,r,bioregulation,1,static,s,com
-0.478,univar,-0.521,negative linear,-2,Koricheva et al. 2000,103,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,2°Consumer,above,no. of Araneae,1°+consumer abundance,r,bioregulation,1,static,s,com
-0.446,univar,-0.48,negative linear,-2,Koricheva et al. 2000,103,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,2°Consumer,above,no. of Carabidae,1°+consumer abundance,r,bioregulation,1,static,s,com
-0.307,univar,-0.317,negative linear,-2,Koricheva et al. 2000,103,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,no. of Cicadellidae,1°+consumer abundance,r,bioregulation,1,static,s,com
0.206,univar,0.209,no,0,Koricheva et al. 2000,103,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,no. of Miridae,1°+consumer abundance,r,bioregulation,1,static,s,com
0.388,univar,0.409,no,0,Koricheva et al. 2000,103,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,2°Consumer,above,no. of hymenopteran parasitoids,1°+consumer abundance,r,bioregulation,1,static,s,com
0.779,univar,1.042,no,0,Koricheva et al. 2000,103,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,no. of Acrididae,1°+consumer abundance,r,bioregulation,1,static,s,com
